image_id,image_path,Sampling_Date,State,Species,Pre_GSHH_NDVI,Height_Ave_cm,Dry_Clover_g,Dry_Dead_g,Dry_Green_g,Dry_Total_g,GDM_g,meanR,meanG,meanB,stdR,stdG,stdB,green_ratio,brightness,saturation,lap_var
ID1053972079,train/ID1053972079.jpg,2015/9/4,Tas,Clover,0.56,2.5,21.0801,7.9393,1.3688,30.3882,22.4489,0.4478464313725716,0.4740590431372634,0.2775639529412766,0.229243447128662,0.2135955875012997,0.1994118963540445,0.395223948099637,0.5028404705882353,0.5183332885012465,0.0067016094917147
ID1058383417,train/ID1058383417.jpg,2015/5/19,Tas,Ryegrass_Clover,0.62,2.0,0.1,9.5,13.1,22.7,13.2,0.456106509803945,0.4819142274509814,0.2941120941177738,0.1937584557462026,0.1846524305762643,0.1726632786579748,0.3911219754796778,0.4982041411764705,0.4459477911984091,0.0055722933756875
ID1062837331,train/ID1062837331.jpg,2015/9/29,Vic,Ryegrass_Clover,0.82,9.0,19.98,3.9623,35.4077,59.35,55.3877,0.4213777882353556,0.6009389176469847,0.2285136941177899,0.1737301372288331,0.1784073431847675,0.1392371392106904,0.4804319731647792,0.6010201098039215,0.6551300515040138,0.005667567468613
ID1070112260,train/ID1070112260.jpg,2015/1/15,NSW,Fescue_CrumbWeed,0.6,6.0,0.0,9.8765,22.1235,32.0,22.1235,0.4533725490196248,0.5214918588234942,0.3277012392157687,0.2199167898280668,0.2078502412688982,0.1947354412141524,0.4003574480876514,0.5295517490196079,0.4284547044832732,0.006204976205848
ID1078930021,train/ID1078930021.jpg,2015/6/26,Vic,Phalaris_Ryegrass_Clover,0.86,5.0,0.0,5.0189,32.9811,38.0,32.9811,0.4472676705882786,0.5772015999999437,0.3242190745099091,0.1210763164885399,0.1122268222818625,0.1210015159270744,0.427972556943816,0.5798173490196078,0.4533231083340798,0.0028092581275033
ID1084819986,train/ID1084819986.jpg,2015/9/4,Tas,Clover,0.69,3.1667,21.4551,13.0742,2.6819,37.2112,24.137,0.5614858666666158,0.5920726588234583,0.3246165960785439,0.1858161766963809,0.1761120395435087,0.1737681950972234,0.4005429734161784,0.622192062745098,0.5124947207077478,0.0046153293397879
ID1088965591,train/ID1088965591.jpg,2015/4/1,NSW,Lucerne,0.89,43.0,0.0,0.3443,59.5557,59.9,59.5557,0.3859920627451592,0.5258095372548758,0.297444203921694,0.2985101879523254,0.2986871215815614,0.2742351805759165,0.4348243633467969,0.5261726117647059,0.550773625426109,0.0108329161585769
ID1098771283,train/ID1098771283.jpg,2015/11/9,Tas,Clover,0.48,2.6667,8.376,15.1673,0.4528,23.9961,8.8287,0.542676925490158,0.5000197960784223,0.309540988235423,0.1811787860388747,0.1779207348067246,0.1603956833863951,0.3697721133521149,0.5609756862745099,0.4759305179519741,0.0045492818062666
ID1103883611,train/ID1103883611.jpg,2015/2/24,NSW,Phalaris,0.48,26.0,0.0,12.9166,82.7834,95.7,82.7834,0.4749863843137472,0.4962057411764687,0.3415657098040353,0.2084510959972705,0.2187627161996949,0.1996669409893676,0.3779872627362823,0.5165084235294117,0.3768374186789709,0.0076300571163339
ID1108283583,train/ID1108283583.jpg,2015/8/19,Vic,Phalaris_Ryegrass_Clover,0.83,5.5,5.773,7.2162,40.4108,53.4,46.1838,0.3954856156863531,0.5041192470588189,0.1697892392158485,0.1604470852891939,0.1603464938611447,0.1184234216512177,0.4714064213211713,0.5062403450980392,0.6932275348724811,0.0047602462361871
ID1113121340,train/ID1113121340.jpg,2015/9/30,Vic,Phalaris_Clover,0.8,16.0,0.2931,11.6271,82.6598,94.58,82.9529,0.3883296941177282,0.5464589176470358,0.2277616313726991,0.223320762494234,0.2281990626299979,0.2056983952325186,0.4700518712225404,0.5465544470588235,0.660565087613039,0.0086405699597218
ID1113329413,train/ID1113329413.jpg,2015/6/29,Tas,WhiteClover,0.72,3.0,20.6523,21.1112,1.3768,43.1403,22.0291,0.4133102117647775,0.4539749960784615,0.2106299921570157,0.2463189929239718,0.2560221878115831,0.2124810841225447,0.4211602133982284,0.4738265098039215,0.6504978851998457,0.0096836563101243
ID1119739385,train/ID1119739385.jpg,2015/5/18,Tas,Ryegrass,0.28,4.0,0.0,3.0,6.8,9.8,6.8,0.4436461803921964,0.4038794039216333,0.3090182588236545,0.2303303049287144,0.232271940622467,0.20127124833445,0.3492123588473504,0.4526905098039215,0.3491295206956646,0.0083247730289244
ID1119761112,train/ID1119761112.jpg,2015/5/7,NSW,Fescue,0.42,4.0,0.0,32.4486,22.9514,55.4,22.9514,0.4550480000000201,0.4706227764706084,0.384858823529478,0.2185499347036577,0.2099228898695314,0.2063324185843343,0.3591088489046423,0.4912812862745098,0.2544978923699899,0.0068229508786094
ID1121692672,train/ID1121692672.jpg,2015/2/24,NSW,Phalaris,0.52,38.0,0.0,1.3958,109.8042,111.2,109.8042,0.5224637176470479,0.5594122039215235,0.4575866039216016,0.1657592025531932,0.1763064136709975,0.1634483064375479,0.3633815012028449,0.5736559058823529,0.2184628963972548,0.0043920099349184
ID1127246618,train/ID1127246618.jpg,2015/5/18,Tas,Ryegrass,0.77,7.0,3.0196,25.8824,32.3529,61.2549,35.3725,0.3542773647060043,0.4614064000000453,0.2550842039217339,0.2363054909776816,0.2249221170819537,0.2199935266026597,0.4309116569488324,0.4646543058823529,0.5343602648716185,0.0088054828929091
ID112966473,train/ID112966473.jpg,2015/8/14,Vic,Ryegrass_Clover,0.74,3.0,11.2,2.8,19.6,33.6,30.8,0.4055520627451635,0.5511070745097718,0.2520963450981793,0.1697240387345555,0.1704296954724266,0.1467811823595331,0.4559293273946426,0.5513298196078432,0.5786826965088792,0.0055646500059094
ID1131079710,train/ID1131079710.jpg,2015/11/9,Tas,Clover,0.57,1.5,15.4794,11.119,1.5261,28.1246,17.0055,0.4975676862745155,0.5093841568627414,0.3554170980393082,0.1747608542876523,0.167517949157952,0.1527841007643632,0.3738958964000842,0.5414910117647059,0.3632599634412995,0.0044124774912609
ID1136169672,train/ID1136169672.jpg,2015/5/18,Tas,Ryegrass,0.62,5.0,0.0,6.808,16.3107,23.1187,16.3108,0.4223404549020033,0.4617278431372671,0.3451880470589222,0.245975817350921,0.2454991320693943,0.2325935461523866,0.3756155862874711,0.4751279058823529,0.3307185353474701,0.0099491938781319
ID1139866256,train/ID1139866256.jpg,2015/5/7,NSW,Fescue,0.66,13.0,0.0,83.8407,74.0593,157.9,74.0593,0.4137727686275328,0.4875930352941469,0.2861043137256422,0.2288153378123932,0.2294727467607185,0.2219989855728504,0.4106149937057589,0.4918986666666667,0.4871176070449671,0.009006472514634
ID1139918758,train/ID1139918758.jpg,2015/8/21,WA,Clover,0.79,3.0,58.34,0.0,0.0,58.34,58.34,0.3338705568628347,0.4486659764706152,0.2940789019608971,0.1557730488253875,0.1528339660576437,0.1470151158255857,0.4167374545686429,0.4503897098039215,0.3805340012009132,0.0037836421912491
ID1140993511,train/ID1140993511.jpg,2015/8/14,Vic,Ryegrass_Clover,0.71,2.0,4.6,2.3,16.1,23.0,20.7,0.4212982588235949,0.4882531764705994,0.2399985254903523,0.2023817477111278,0.1952551429416308,0.1796882121008257,0.4247341939907,0.4904508549019608,0.5712583058499626,0.0072211161086486
ID1148528732,train/ID1148528732.jpg,2015/8/18,Vic,Phalaris_Clover,0.86,3.2,12.4113,0.0,28.0887,40.5,40.5,0.373413898039301,0.4966006274509868,0.2275499607844626,0.18782218329828,0.1870933017271285,0.156221303951862,0.4524569018117967,0.4972399686274509,0.591952640128964,0.0066476410473013
ID1148666289,train/ID1148666289.jpg,2015/6/26,Vic,Phalaris_Ryegrass_Clover,0.81,3.5,4.0923,14.3231,21.4846,39.9,25.5769,0.4812549019608053,0.5558745411764409,0.4420170039216116,0.1626448276980477,0.1642896093506763,0.1811146247077396,0.3758076435946805,0.5636049568627451,0.2575222207992702,0.0055710829799491
ID1149598723,train/ID1149598723.jpg,2015/5/7,NSW,Lucerne,0.87,43.0,0.0,5.3831,58.3169,63.7,58.3169,0.3034120470589782,0.4509812705882967,0.2205695372550874,0.2971023060834764,0.275811902984174,0.264455388733146,0.462562514928733,0.4510680784313725,0.6330241536459301,0.0089268326869986
ID1159071020,train/ID1159071020.jpg,2015/9/30,Vic,Phalaris_Clover,0.74,7.0,1.3191,6.7982,46.5727,54.69,47.8918,0.4743490823529646,0.5993333960783535,0.2612937411766023,0.1837206354355279,0.1789421361668687,0.1638441151544815,0.4489468702337106,0.6006540549019608,0.609647137979388,0.005586726435391
ID1163061745,train/ID1163061745.jpg,2015/6/29,Tas,WhiteClover,0.5,2.0,5.2,6.7,1.2,13.1,6.4,0.452067764705905,0.4438369254902313,0.3366349176471666,0.2534282494380795,0.2559874542692787,0.2242877071724908,0.3600995232167486,0.4799278117647059,0.3349763475451368,0.0096972412008123
ID1168534540,train/ID1168534540.jpg,2015/5/7,NSW,Fescue,0.86,9.0,0.0,8.6892,55.6108,64.3,55.6108,0.3523286588236455,0.4964194196078487,0.2777783529413264,0.2304069295241686,0.2312034867664548,0.2203037167848623,0.4406638009924298,0.4966239058823529,0.5226870876067573,0.0090877893466768
ID1176292407,train/ID1176292407.jpg,2015/6/26,Tas,Ryegrass_Clover,0.5,3.0,0.1308,16.7365,9.022,25.8893,9.1528,0.4397786039215842,0.4655443450980451,0.3066482823530336,0.228617080958108,0.2218083899395775,0.2141310310125446,0.3841216133378463,0.478977662745098,0.4168007781602927,0.0080492172788996
ID1182523622,train/ID1182523622.jpg,2015/6/29,Tas,WhiteClover,0.48,2.0,3.1059,14.7193,0.6752,18.5004,3.7811,0.4944694901960764,0.4278657882353455,0.2630860549021022,0.2457104525393126,0.242141261049766,0.2036303329349701,0.3609398412556014,0.5092812235294117,0.5401263036449867,0.0088605299039332
ID1183807388,train/ID1183807388.jpg,2015/7/1,Tas,Ryegrass,0.7,5.0,0.0,20.9156,20.9156,41.8312,20.9156,0.4870462431372651,0.5385899607842805,0.2188753882354411,0.1998498019985185,0.19751264012253,0.173812624663815,0.432772152341325,0.5501811450980392,0.6554844519839395,0.0059808375453418
ID1193692654,train/ID1193692654.jpg,2015/9/11,Tas,Ryegrass,0.69,3.1667,0.2727,6.3317,13.4232,20.0276,13.6959,0.4558626509804368,0.517026101960777,0.2456516078432862,0.1800958775264809,0.1825344118827575,0.1607701270572644,0.4242995293185155,0.5236400941176471,0.5747622206440267,0.0057517244497655
ID1199150612,train/ID1199150612.jpg,2015/11/10,Tas,Ryegrass_Clover,0.62,5.5,0.3602,40.7019,27.0146,68.0767,27.3748,0.5644458980391759,0.5760479058822929,0.2801100235295449,0.1427412658847995,0.139478803914414,0.1351484392206242,0.4054951101394674,0.6033733647058824,0.5591101923522076,0.0034728670618098
ID1208644039,train/ID1208644039.jpg,2015/7/1,Vic,Phalaris_Clover,0.79,5.0,1.55,7.75,31.0,40.3,32.55,0.3933999372549837,0.5272631215686147,0.2322880313727042,0.2260190123484946,0.217218983978143,0.2093314557777404,0.4573161217285688,0.5274714980392156,0.6366495324970568,0.0088800569735621
ID1211362607,train/ID1211362607.jpg,2015/2/24,NSW,Ryegrass,0.58,7.0,0.0,1.3446,66.5554,67.9,66.5554,0.5315866039215479,0.5514929882352564,0.3287484235295288,0.1585272432018084,0.1570198688747055,0.1560504739765525,0.3906233491028547,0.5737559843137255,0.448810623005758,0.0044140848486048
ID121331988,train/ID121331988.jpg,2015/5/7,NSW,Fescue,0.75,8.0,0.0,21.05,63.15,84.2,63.15,0.416782494117706,0.5080087843137124,0.333992031372653,0.2295002403423177,0.2285751827981393,0.2218113045735386,0.4035712739067157,0.5097223529411765,0.4084862535536757,0.0092968206977134
ID1215977190,train/ID1215977190.jpg,2015/5/18,Tas,Ryegrass,0.74,5.0,0.4068,24.8123,30.1002,55.3193,30.507,0.369461835294205,0.4854262274509909,0.2740370823530779,0.240185976699271,0.221337633437424,0.2254581276819444,0.4299897376975727,0.4880951529411765,0.5197814106951156,0.0084680902917672
ID1217108125,train/ID1217108125.jpg,2015/6/29,Tas,WhiteClover,0.62,2.0,5.9027,8.0594,0.6811,14.6432,6.5838,0.392398305882447,0.4018502901961633,0.2654603921570198,0.2514165284515777,0.2519561856332573,0.2087364682822264,0.3792081545764924,0.431278305882353,0.4163005893877911,0.0094261436897393
ID1237349078,train/ID1237349078.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.38,2.5,3.189,26.221,9.39,38.8,12.579,0.5300455215686021,0.4885300705882477,0.4079743058824182,0.1629476259715202,0.1601181054759952,0.1553130395103004,0.3424556483563987,0.5419705725490196,0.2647751836871627,0.0044575780163319
ID12390962,train/ID12390962.jpg,2015/5/18,Tas,Ryegrass,0.56,5.0,0.0,15.2,14.0,29.2,14.0,0.4421108392157299,0.4518760470588597,0.2521663058824976,0.2566940217081846,0.2525624920622409,0.2257434473978762,0.3942544938640914,0.4735745882352941,0.5452539657744327,0.0106685382564455
ID1244346858,train/ID1244346858.jpg,2015/10/6,NSW,Fescue,0.45,12.3333,0.0,30.9343,49.2657,80.2,49.2657,0.4606193254902318,0.4751548862745413,0.295738227451128,0.210965069417582,0.2114520444591937,0.2178896378633473,0.3858303584746899,0.4930502588235294,0.4709681255959382,0.0082472492152227
ID1249094008,train/ID1249094008.jpg,2015/6/26,Vic,Ryegrass,0.71,4.0,0.0,16.3603,4.5809,20.9412,4.5809,0.4028689568628279,0.4531898980392597,0.3101221647060189,0.1915351710544962,0.1830796779540436,0.1695657407725025,0.3886102500647311,0.4609326431372549,0.3662696094508648,0.0065587360797828
ID1251029854,train/ID1251029854.jpg,2015/5/7,NSW,Fescue,0.55,5.0,0.0,22.0875,36.8125,58.9,36.8125,0.435664658823549,0.4652576000000041,0.3561328627451685,0.2253990360323901,0.2194721468329683,0.2131314122021558,0.3701171027800883,0.4797944470588234,0.3057961594880866,0.0076235236756295
ID1254829053,train/ID1254829053.jpg,2015/6/26,Vic,Ryegrass,0.69,4.5,0.0,10.2162,4.2568,14.473,4.2568,0.3950948078432015,0.4602744156862982,0.3574828235295013,0.1719605619566505,0.1710204179522126,0.1659989035721868,0.3794975788043584,0.4687022431372548,0.285163114947245,0.0057531408148864
ID1268934251,train/ID1268934251.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.42,3.3,0.0,24.7869,17.2131,42.0,17.2131,0.5385449725489977,0.4960869647058932,0.3422498196079459,0.1865226458768834,0.1893212580934723,0.1824496255650488,0.3602974343097606,0.5515548862745099,0.4210286205008438,0.0060323671038039
ID1275072698,train/ID1275072698.jpg,2015/1/15,NSW,Lucerne,0.74,42.0,0.0,2.5,62.0,64.5,62.0,0.3783176470589369,0.4470192627451509,0.3207180862746611,0.2566308290863361,0.249718156429674,0.2608098999565906,0.3900504459948136,0.4660686431372549,0.4353771239241495,0.0087461497375258
ID1277756619,train/ID1277756619.jpg,2015/7/1,Tas,Ryegrass,0.4,3.0,0.0,3.2,6.0,9.2,6.0,0.4885622588235294,0.4817693176470729,0.4815144784313793,0.1606894048166764,0.1864987732113461,0.1588059302831962,0.3318322322732532,0.512296,0.1148751213523347,0.0062521518205414
ID1291116815,train/ID1291116815.jpg,2015/7/2,Vic,Ryegrass_Clover,0.76,3.0,1.24,3.72,19.84,24.8,21.08,0.3816408784314533,0.5429904941176231,0.2125797647060341,0.15705500404922,0.1574616671803473,0.1315598960624948,0.4774755327764069,0.5432693647058823,0.641780661690065,0.004878069940444
ID1294770420,train/ID1294770420.jpg,2015/11/9,Tas,Ryegrass_Clover,0.59,3.3333,17.3814,36.1534,14.6004,68.1352,31.9818,0.5206805333333204,0.5247215686274331,0.3241464156863961,0.1887020002720593,0.1838499369685461,0.1779630199473832,0.3831347056953901,0.5523807372549019,0.4553447384773964,0.0055150751052914
ID1314135397,train/ID1314135397.jpg,2015/1/15,NSW,Fescue_CrumbWeed,0.75,6.0,0.0,16.6678,28.0322,44.7,28.0322,0.4198126117647806,0.5215930666666657,0.2733677176471999,0.2340020141242697,0.2340606624629887,0.2006479254880493,0.4293747853887986,0.5251077333333334,0.5452456717995484,0.0077050773625359
ID13162390,train/ID13162390.jpg,2015/8/14,Vic,Ryegrass_Clover,0.74,3.0,2.8667,2.8667,20.0667,25.8,22.9333,0.4147452549020254,0.512742117647058,0.2539052235295451,0.2186202593452931,0.2123913276340954,0.1989869713268389,0.4340150081479916,0.5131892078431372,0.5790197490425014,0.0083725606148357
ID1337107565,train/ID1337107565.jpg,2015/8/21,WA,Clover,0.39,1.0,10.04,0.0,0.0,10.04,10.04,0.4473050039216057,0.3474026039216651,0.1830050509805552,0.1490679328854622,0.1398053933329185,0.1203684399134528,0.3553217813342659,0.4492473725490196,0.6257214740929669,0.0040217136893322
ID1343327476,train/ID1343327476.jpg,2015/8/14,Vic,Phalaris_Clover,0.71,5.0,3.1429,3.1429,37.7143,44.0,40.8571,0.4655942588235505,0.5817618196077727,0.2512343529413017,0.183291433838118,0.1840802285123439,0.1627578796843466,0.4479948451066661,0.5825581803921568,0.6140708392572625,0.0060288062368399
ID1345375788,train/ID1345375788.jpg,2015/6/26,Tas,Ryegrass_Clover,0.6,3.0,2.3762,7.7226,8.7127,18.8115,11.0889,0.3973099921569358,0.4565326117647282,0.3200629019608961,0.201011526382498,0.2037572333704541,0.1828834877294684,0.3889006475292058,0.4633719843137255,0.3451369761235306,0.0072451371565548
ID135365668,train/ID135365668.jpg,2015/6/26,Vic,Phalaris_Ryegrass_Clover,0.74,3.0,2.4,1.8667,17.3333,21.6,19.7333,0.4518688941176693,0.5232395607842963,0.3439219450981307,0.1677674010426791,0.1734898950914149,0.1588030651347916,0.3966849895101531,0.5314454588235296,0.3779860821503209,0.0056220649278197
ID1354190372,train/ID1354190372.jpg,2015/11/10,Tas,Ryegrass_Clover,0.67,3.0,11.2565,6.5255,10.6039,28.3859,21.8604,0.5250873725489916,0.5745253019607414,0.3092161568628477,0.1281903990849347,0.1277318057509832,0.117662509311297,0.4078034809900892,0.5831089568627451,0.4863987099566756,0.0030305204515387
ID1357758282,train/ID1357758282.jpg,2015/1/15,NSW,Lucerne,0.77,62.0,0.0,4.8,107.3,112.1,107.3,0.4258982274510473,0.473263309803946,0.4070269490196854,0.2442229963410078,0.2290732338358747,0.2306677828220884,0.3623239022657404,0.4911528784313725,0.2472946227344813,0.0062923805594068
ID1357768767,train/ID1357768767.jpg,2015/2/25,NSW,Fescue,0.68,15.0,0.0,5.4497,104.1503,109.6,104.1503,0.4488588549019881,0.4978241254902037,0.3054894431373703,0.2229859653099179,0.2244913093742649,0.2070806896343206,0.3975683506025417,0.505742525490196,0.4621417265883188,0.0086790285797184
ID1370004842,train/ID1370004842.jpg,2015/10/6,NSW,Fescue,0.55,9.6667,0.0,21.9986,55.8014,77.8,55.8014,0.4850734431372643,0.4942907294117722,0.2921121882354117,0.2206522818207474,0.212250104986352,0.220679667263666,0.3887533769940181,0.5179540705882353,0.5061302475066306,0.0068497704539849
ID1374789439,train/ID1374789439.jpg,2015/7/1,Vic,Phalaris_Clover,0.74,4.0,1.3556,1.3556,21.6889,24.4,23.0444,0.4015001725490824,0.5472301490195702,0.2305335529413276,0.195415803182905,0.1983967932111227,0.170648009178995,0.4640438500525736,0.5476462431372549,0.6311971018353119,0.0070676122048957
ID1385921939,train/ID1385921939.jpg,2015/5/7,NSW,Lucerne,0.79,32.0,0.0,6.8243,43.6757,50.5,43.6757,0.2784475294119207,0.3980628705883381,0.2372122980393794,0.2437686347068421,0.2452740546838193,0.2127223775334128,0.4356495367869478,0.3989505882352941,0.4706217400127728,0.0066521909203497
ID1386202352,train/ID1386202352.jpg,2015/5/19,Tas,Ryegrass_Clover,0.86,5.0,0.0,12.1549,35.0834,47.2383,35.0834,0.4098839215686952,0.5781146352940585,0.2130041725491737,0.1808321420225674,0.1847408199974207,0.1479763094783031,0.4813599675129574,0.5791833098039215,0.6646474578892999,0.005347771547069
ID1395011773,train/ID1395011773.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.52,3.2,10.0895,11.9667,13.8438,35.9,23.9333,0.5096801568627439,0.4833312941176641,0.3612350117648015,0.203072033892207,0.2086460298276588,0.2001240765280986,0.3569005399364284,0.5240219607843137,0.3534258521875603,0.0067040848054447
ID1403078396,train/ID1403078396.jpg,2015/9/4,Tas,Clover,0.42,2.3333,5.3,8.3,1.5,15.1,6.8,0.5418286117646596,0.5174144627450793,0.423682603921596,0.1642293297061207,0.1494722637068065,0.1550301405628951,0.3489146286437597,0.5676552784313725,0.2715533062524009,0.0038159619927537
ID1403107574,train/ID1403107574.jpg,2015/8/21,WA,Clover,0.54,1.0,22.69,0.0,0.0,22.69,22.69,0.424901270588292,0.4298035764706341,0.3763904313726314,0.1543744504765012,0.1547364811605727,0.1427935142092052,0.3491229181457753,0.4540038274509804,0.1990186663407198,0.0045716531906858
ID1411613934,train/ID1411613934.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.49,3.3,6.8937,17.8286,16.8777,41.6,23.7714,0.5175914980392008,0.5033076705882363,0.4016621803922274,0.1731886149153428,0.1744965877337697,0.1669058451786646,0.3538038416278348,0.5356093176470588,0.2711042347347652,0.0048039643527795
ID141370843,train/ID141370843.jpg,2015/8/14,Vic,Ryegrass_Clover,0.72,4.0,5.6182,5.6182,19.6636,30.9,25.2818,0.4340236549020075,0.543888658823491,0.2478991058824989,0.1876093758845774,0.179820836049802,0.1671503447873991,0.4436968441309875,0.5449493960784314,0.5915244972236573,0.0061251367109446
ID1413758094,train/ID1413758094.jpg,2015/9/4,Tas,Ryegrass_Clover,0.54,5.0,0.8746,46.0532,17.5601,64.4879,18.4347,0.4580742274510098,0.4647132235294223,0.3481914039216672,0.2063462487452876,0.2005038493264105,0.2037378417414438,0.365634110568727,0.4891117803921568,0.3370913344601193,0.0068285746084709
ID1414371018,train/ID1414371018.jpg,2015/11/10,Tas,Ryegrass_Clover,0.72,3.1667,14.7281,6.1901,12.3801,33.2982,27.1082,0.4578125803921788,0.5333584313725205,0.2782615529412985,0.1518606767177705,0.1439663657930595,0.1375135117062608,0.4201549934839524,0.539988737254902,0.5130485926975165,0.0037720769802786
ID1415329644,train/ID1415329644.jpg,2015/4/1,NSW,Lucerne,0.83,38.0,0.0,0.0,63.3,63.3,63.3,0.4593015529412195,0.5697399215685843,0.4306968784314307,0.1963084046408677,0.2189610409751793,0.1959930839386036,0.3903027690067261,0.5736175058823529,0.2858641659425587,0.004897848602998
ID1421714468,train/ID1421714468.jpg,2015/9/4,Tas,Ryegrass_Clover,0.85,4.5,0.0,36.581,26.6001,63.1811,26.6,0.3513774431373312,0.4653543529411801,0.2818927058824686,0.2200054749184942,0.2209258694353889,0.2117950166626531,0.4235790770067215,0.4674411294117647,0.4697415373355356,0.0084539678508559
ID142751858,train/ID142751858.jpg,2015/9/29,Vic,Ryegrass_Clover,0.81,5.0,15.3953,2.417,33.2077,51.02,48.603,0.4466659764706343,0.6115237333332553,0.2355246745099517,0.1587451164830507,0.1572142637893982,0.1320642286330333,0.472688361724374,0.6117468862745098,0.6436479946159188,0.0050618002480351
ID1428837636,train/ID1428837636.jpg,2015/6/29,Tas,WhiteClover,0.7,3.0,10.1663,19.1366,3.8871,33.1901,14.0535,0.3779322666667504,0.4232890039216187,0.2563821803923019,0.259193537834547,0.2583329523625501,0.2202344642381368,0.4002341360827506,0.444095968627451,0.4783008473385722,0.0095742085810429
ID1437386574,train/ID1437386574.jpg,2015/9/30,Vic,Phalaris_Clover,0.75,6.0,5.0001,3.7122,44.1677,52.88,49.1678,0.3517746509804941,0.4941151058823628,0.1982116078432846,0.2062505276138672,0.2143878805951866,0.1775645653383026,0.4732443823097438,0.4946715921568627,0.6757380549107503,0.0078708128045511
ID1444674500,train/ID1444674500.jpg,2015/7/8,WA,Clover,0.43,1.0,11.64,0.0,3.5,15.14,15.14,0.261373929411942,0.1930200470589659,0.2163060078433047,0.1568043147192942,0.0839706023792651,0.0910014432953797,0.2877889537578251,0.2669800156862745,0.2331681761532305,0.0014086579288506
